Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
1708,55,YIELD SIGN,DAMAGED,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1709,40,YIELD SIGN,DAMAGED,RAIN,DUSK,ONE-WAY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1710,50,NO CONTROLS,MISSING,SLEET/HAIL,DARKNESS,DIVIDED,DRY,POTHOLES,CURVE LEVEL
1711,25,STOP SIGN,DAMAGED,RAIN,DUSK,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1712,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1713,55,STOP SIGN,NOT FUNCTIONING,CLEAR,DAWN,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
1714,50,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
1715,45,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1716,50,NO CONTROLS,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,ALLEY,DRY,WORN SURFACE,STRAIGHT ON GRADE
1717,30,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DUSK,PARKING LOT,DRY,WORN SURFACE,CURVE ON GRADE
1718,40,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,WORN SURFACE,CURVE LEVEL
1719,45,YIELD SIGN,MISSING,FOG/SMOKE,DAYLIGHT,ONE-WAY,WET,SHOULDER DEFECT,CURVE LEVEL
1720,40,RAILROAD CROSSING GATE,DAMAGED,RAIN,DARKNESS,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1721,45,TRAFFIC SIGNAL,NOT FUNCTIONING,FOG/SMOKE,DARKNESS,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1722,30,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DAWN,ONE-WAY,DRY,POTHOLES,STRAIGHT AND LEVEL
1723,25,STOP SIGN,NOT FUNCTIONING,SNOW,DUSK,ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1724,55,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1725,30,TRAFFIC SIGNAL,DAMAGED,SNOW,DAWN,NOT DIVIDED,WET,POTHOLES,CURVE LEVEL
1726,45,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1727,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1728,20,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DAWN,ONE-WAY,DRY,NO DEFECTS,CURVE LEVEL
1729,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,WET,POTHOLES,CURVE LEVEL
1730,40,YIELD SIGN,NOT FUNCTIONING,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
1731,50,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1732,50,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ONE-WAY,DRY,POTHOLES,STRAIGHT ON GRADE
1733,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1734,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1735,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ALLEY,WET,NO DEFECTS,CURVE LEVEL
1736,40,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1737,55,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,SHOULDER DEFECT,CURVE LEVEL
1738,25,STOP SIGN,MISSING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1739,40,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DUSK,ONE-WAY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1740,50,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,NOT DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
1741,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DAWN,PARKING LOT,WET,SHOULDER DEFECT,CURVE ON GRADE
1742,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1743,20,NO CONTROLS,DAMAGED,RAIN,DAYLIGHT,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE LEVEL
1744,45,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DAWN,NOT DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
1745,40,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,ALLEY,DRY,NO DEFECTS,CURVE LEVEL
1746,50,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1747,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
1748,30,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1749,30,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DAWN,ONE-WAY,DRY,WORN SURFACE,STRAIGHT ON GRADE
1750,40,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1751,35,TRAFFIC SIGNAL,MISSING,SNOW,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1752,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DARKNESS,PARKING LOT,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1753,40,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,NO DEFECTS,CURVE LEVEL
1754,25,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1755,35,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1756,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1757,50,STOP SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
1758,45,STOP SIGN,NOT FUNCTIONING,CLEAR,DUSK,ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
1759,40,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1760,50,NO CONTROLS,NOT FUNCTIONING,RAIN,DAYLIGHT,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1761,45,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
1762,50,YIELD SIGN,MISSING,RAIN,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
1763,20,NO CONTROLS,NOT FUNCTIONING,SNOW,DARKNESS,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
1764,35,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,DARKNESS,DIVIDED,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
1765,40,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,POTHOLES,CURVE LEVEL
1766,20,STOP SIGN,NOT FUNCTIONING,RAIN,DUSK,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1767,40,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1768,25,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DAWN,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE ON GRADE
1769,30,TRAFFIC SIGNAL,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
1770,55,RAILROAD CROSSING GATE,MISSING,SNOW,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1771,45,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,WORN SURFACE,CURVE ON GRADE
1772,40,STOP SIGN,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1773,35,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DUSK,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1774,40,STOP SIGN,NOT FUNCTIONING,CLEAR,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1775,40,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAYLIGHT,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1776,40,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,WET,POTHOLES,STRAIGHT AND LEVEL
1777,55,NO CONTROLS,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
1778,50,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DAYLIGHT,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1779,40,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1780,50,NO CONTROLS,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
1781,35,YIELD SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1782,35,STOP SIGN,DAMAGED,SNOW,DARKNESS,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1783,40,NO CONTROLS,MISSING,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,CURVE LEVEL
1784,50,TRAFFIC SIGNAL,DAMAGED,SNOW,DAWN,NOT DIVIDED,ICE,WORN SURFACE,CURVE LEVEL
1785,30,YIELD SIGN,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1786,40,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ALLEY,WET,NO DEFECTS,STRAIGHT ON GRADE
1787,45,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1788,45,NO CONTROLS,DAMAGED,FOG/SMOKE,DUSK,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
1789,35,NO CONTROLS,NOT FUNCTIONING,CLEAR,DARKNESS,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1790,55,RAILROAD CROSSING GATE,MISSING,CLEAR,DAWN,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1791,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DUSK,ONE-WAY,DRY,WORN SURFACE,CURVE ON GRADE
1792,45,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1793,25,RAILROAD CROSSING GATE,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1794,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ALLEY,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
1795,40,TRAFFIC SIGNAL,NOT FUNCTIONING,FOG/SMOKE,DAWN,NOT DIVIDED,WET,WORN SURFACE,CURVE LEVEL
1796,40,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ONE-WAY,ICE,WORN SURFACE,STRAIGHT ON GRADE
1797,40,NO CONTROLS,MISSING,SLEET/HAIL,DARKNESS,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
1798,20,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DUSK,ONE-WAY,ICE,POTHOLES,CURVE LEVEL
1799,40,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1800,55,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PARKING LOT,DRY,SHOULDER DEFECT,CURVE LEVEL
1801,50,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1802,35,YIELD SIGN,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,CURVE LEVEL
1803,50,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1804,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1805,35,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DUSK,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
1806,20,TRAFFIC SIGNAL,NOT FUNCTIONING,FOG/SMOKE,DAWN,ALLEY,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1807,40,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PARKING LOT,WET,WORN SURFACE,STRAIGHT ON GRADE
1808,30,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DUSK,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1809,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1810,40,STOP SIGN,MISSING,CLEAR,DAYLIGHT,PARKING LOT,ICE,SHOULDER DEFECT,CURVE ON GRADE
1811,35,NO CONTROLS,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,ONE-WAY,WET,WORN SURFACE,CURVE LEVEL
1812,50,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,WORN SURFACE,STRAIGHT AND LEVEL
1813,25,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,DAWN,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1814,45,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1815,25,NO CONTROLS,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1816,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1817,40,STOP SIGN,DAMAGED,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1818,20,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1819,40,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1820,30,YIELD SIGN,DAMAGED,SNOW,DUSK,NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1821,30,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
1822,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,WORN SURFACE,CURVE ON GRADE
1823,30,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1824,25,YIELD SIGN,MISSING,FOG/SMOKE,DAWN,NOT DIVIDED,DRY,SHOULDER DEFECT,CURVE LEVEL
1825,45,NO CONTROLS,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ALLEY,WET,POTHOLES,STRAIGHT AND LEVEL
1826,40,RAILROAD CROSSING GATE,MISSING,SNOW,DARKNESS,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1827,50,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1828,40,TRAFFIC SIGNAL,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,WET,NO DEFECTS,CURVE LEVEL
1829,20,YIELD SIGN,DAMAGED,RAIN,DAWN,DIVIDED,DRY,NO DEFECTS,CURVE ON GRADE
1830,30,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DAWN,ALLEY,ICE,NO DEFECTS,CURVE ON GRADE
1831,30,STOP SIGN,NOT FUNCTIONING,RAIN,DAWN,DIVIDED,WET,NO DEFECTS,CURVE LEVEL
1832,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,ONE-WAY,ICE,NO DEFECTS,CURVE ON GRADE
1833,45,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
1834,35,RAILROAD CROSSING GATE,MISSING,SNOW,DAYLIGHT,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1835,45,STOP SIGN,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1836,25,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DAWN,PARKING LOT,DRY,NO DEFECTS,STRAIGHT ON GRADE
1837,45,YIELD SIGN,DAMAGED,SLEET/HAIL,DAWN,ALLEY,DRY,WORN SURFACE,STRAIGHT ON GRADE
1838,40,YIELD SIGN,DAMAGED,SNOW,DAWN,NOT DIVIDED,WET,NO DEFECTS,CURVE LEVEL
1839,20,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,DUSK,PARKING LOT,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1840,50,NO CONTROLS,MISSING,FOG/SMOKE,DARKNESS,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1841,45,NO CONTROLS,MISSING,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1842,45,STOP SIGN,DAMAGED,FOG/SMOKE,DARKNESS,ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1843,45,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DAWN,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
1844,20,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1845,30,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,DUSK,ALLEY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1846,20,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DARKNESS,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1847,55,NO CONTROLS,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,POTHOLES,CURVE ON GRADE
1848,55,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DAWN,ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
1849,55,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1850,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,NOT DIVIDED,WET,NO DEFECTS,CURVE LEVEL
1851,55,STOP SIGN,MISSING,RAIN,DAWN,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1852,50,STOP SIGN,MISSING,SEVERE CROSS WIND,DUSK,DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
1853,40,RAILROAD CROSSING GATE,DAMAGED,RAIN,DUSK,ONE-WAY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1854,20,NO CONTROLS,DAMAGED,SNOW,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1855,30,YIELD SIGN,DAMAGED,FOG/SMOKE,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
1856,40,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DUSK,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1857,40,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1858,30,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1859,55,RAILROAD CROSSING GATE,MISSING,SNOW,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1860,30,YIELD SIGN,MISSING,SNOW,DARKNESS,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1861,25,TRAFFIC SIGNAL,DAMAGED,RAIN,DUSK,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1862,40,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,POTHOLES,STRAIGHT AND LEVEL
1863,30,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAWN,ALLEY,ICE,POTHOLES,STRAIGHT ON GRADE
1864,40,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1865,55,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DARKNESS,DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
1866,20,STOP SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
1867,50,TRAFFIC SIGNAL,MISSING,SNOW,DARKNESS,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1868,35,YIELD SIGN,MISSING,FOG/SMOKE,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1869,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1870,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DUSK,ALLEY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1871,45,STOP SIGN,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,WORN SURFACE,STRAIGHT AND LEVEL
1872,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1873,30,NO CONTROLS,MISSING,SNOW,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1874,55,STOP SIGN,MISSING,RAIN,DAYLIGHT,PARKING LOT,WET,WORN SURFACE,STRAIGHT ON GRADE
1875,40,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DUSK,ALLEY,WET,NO DEFECTS,CURVE ON GRADE
1876,55,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1877,45,YIELD SIGN,NOT FUNCTIONING,SNOW,DAWN,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
